geometry.coordinates	route_name	name	stop_number	stop_modifier
145.0122382,-37.8856893	Tram 67: Melbourne University => Carnegie	Foster Street	48	
145.0091223,-37.8853214	Tram 67: Melbourne University => Carnegie	Shoobra Road	47	
145.0091366,-37.8853527	Tram 67: Carnegie => Melbourne University	Shoobra Road	47	
145.0062526,-37.8850018	Tram 67: Carnegie => Melbourne University	Orrong Road	46	
145.0056831,-37.8849001	Tram 67: Melbourne University => Carnegie	Orrong Road	46	
145.0038187,-37.8846589	Tram 67: Melbourne University => Carnegie	Elsternwick Shopping Centre	45	
145.0039704,-37.8847083	Tram 67: Carnegie => Melbourne University	Elsternwick Shopping Centre	45	
145.0005231,-37.8842447	Tram 67: Carnegie => Melbourne University	Elsternwick Station	44	
145.0003312,-37.8841878	Tram 67: Melbourne University => Carnegie	Elsternwick Station	44	
145.0242063,-37.8752177	Tram 64: East Brighton => Melbourne University	Powderham Road	52	
145.0243007,-37.8749247	Tram 64: Melbourne University => East Brighton	Halstead Street	52	
145.0238672,-37.8771792	Tram 64: Melbourne University => East Brighton	Northcote Avenue	53	
145.0237676,-37.8775101	Tram 64: East Brighton => Melbourne University	Crotonhurst Avenue	53	
145.0233454,-37.8798951	Tram 64: Melbourne University => East Brighton	Glen Eira Road	54	
145.0232568,-37.8801553	Tram 64: East Brighton => Melbourne University	Glen Eira Road	54	
145.0227895,-37.8825812	Tram 64: East Brighton => Melbourne University	Sylverly Grove	55	
145.0223956,-37.8848337	Tram 64: Melbourne University => East Brighton	Briggs Street	56	
145.0224121,-37.8845456	Tram 64: East Brighton => Melbourne University	Lockhart Street	56	
145.0214695,-37.8896816	Tram 64: Melbourne University => East Brighton	Sycamore Street	58	
145.0213664,-37.8899804	Tram 64: East Brighton => Melbourne University	Sycamore Street	58	
145.020845,-37.8929824	Tram 64: Melbourne University => East Brighton	Princes Park	59	
145.0207766,-37.8931495	Tram 64: East Brighton => Melbourne University	Princes Park	59	
145.0204922,-37.8948645	Tram 64: Melbourne University => East Brighton	Dover Street	60	
145.0204202,-37.8950543	Tram 64: East Brighton => Melbourne University	Dover Street	60	
145.0201171,-37.8966823	Tram 64: East Brighton => Melbourne University	Raynes Street	61	
145.0201781,-37.8965506	Tram 64: Melbourne University => East Brighton	Stone Street	61	
145.019562,-37.8995373	Tram 64: East Brighton => Melbourne University	Gardenvale Road	62	
145.0197097,-37.8989577	Tram 64: Melbourne University => East Brighton	Gardenvale Road	62	
145.0186521,-37.9040751	Tram 64: East Brighton => Melbourne University	Taylor Street	64	
145.0187447,-37.9037946	Tram 64: Melbourne University => East Brighton	Taylor Street	64	
145.0181911,-37.9065818	Tram 64: East Brighton => Melbourne University	Davey Avenue	65	
145.0182702,-37.906344	Tram 64: Melbourne University => East Brighton	Davey Avenue	65	
145.0178046,-37.9088046	Tram 64: East Brighton => Melbourne University	Union Street	66	
145.0179055,-37.9084698	Tram 64: Melbourne University => East Brighton	Union Street	66	
145.0174635,-37.9110665	Tram 64: Melbourne University => East Brighton	Rogers Avenue	67	
145.0174229,-37.9110829	Tram 64: East Brighton => Melbourne University	Howell Street	67	
144.9522818,-37.8149759	Tram 86: Waterfront City => RMIT University Bundoora Campus	Lonsdale Street	120	
144.9523923,-37.815297	Tram 86: RMIT University Bundoora Campus => Waterfront City	Lonsdale Street	120	
144.9676071,-37.808467	Tram 30: Central Pier => St Vincent's Plaza	Exhibition Street	8	
144.9676071,-37.808467	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Exhibition Street	8	
144.96731,-37.808582	Tram 30: St Vincent's Plaza => Central Pier	Exhibition Street	8	
144.970336,-37.8076732	Tram 30: Central Pier => St Vincent's Plaza	Victoria Street	9	
144.970336,-37.8076732	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Victoria Street	9	
144.9732568,-37.8117317	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Bourke Street	9	
144.9628221,-37.8135457	Tram 19: Flinders Street railway station => North Coburg	Bourke Street Mall	3	
144.9628221,-37.8135457	Tram 59: Flinders Street railway station => Airport West	Bourke Street Mall	3	
144.9628221,-37.8135457	Tram 57: Flinders Street railway station => West Maribyrnong	Bourke Street Mall	3	
144.9617433,-37.8110987	Tram 19: North Coburg => Flinders Street railway station	Melbourne Central Station	5	
144.9617433,-37.8110987	Tram 59: Airport West => Flinders Street railway station	Melbourne Central Station	5	
144.9617433,-37.8110987	Tram 57: West Maribyrnong => Flinders Street railway station	Melbourne Central Station	5	
144.9598722,-37.8173909	Tram 11: Victoria Harbour => West Preston	William Street	3	
144.9598722,-37.8173909	Tram 48: Victoria Harbour => North Balwyn	William Street	3	
144.9598722,-37.8173909	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	William Street	3	
144.9598722,-37.8173909	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	William Street	3	
144.9663644,-37.797058	Tram 1: East Coburg => South Melbourne Beach	Lygon Street	112	
144.9663644,-37.797058	Tram 6: Moreland railway station => Glen Iris	Lygon Street	112	
144.9671655,-37.7970901	Tram 1: South Melbourne Beach => East Coburg	Lygon Street	112	
144.9671655,-37.7970901	Tram 6: Glen Iris => Moreland railway station	Lygon Street	112	
144.9636805,-37.8020505	Tram 1: South Melbourne Beach => East Coburg	Lincoln Square	3	
144.9636805,-37.8020505	Tram 16: Kew => Melbourne University	Lincoln Square	3	
144.9636805,-37.8020505	Tram 3: East Malvern => Melbourne University	Lincoln Square	3	
144.9636805,-37.8020505	Tram 64: East Brighton => Melbourne University	Lincoln Square	3	
144.9636805,-37.8020505	Tram 67: Carnegie => Melbourne University	Lincoln Square	3	
144.9636805,-37.8020505	Tram 6: Glen Iris => Moreland railway station	Lincoln Square	3	
144.9636805,-37.8020505	Tram 72: Camberwell => Melbourne University	Lincoln Square	3	
144.9636805,-37.8020505	Tram 5: Malvern => Melbourne University	Lincoln Square	3	
144.9636272,-37.8025684	Tram 1: East Coburg => South Melbourne Beach	Lincoln Square	3	
144.9636272,-37.8025684	Tram 16: Melbourne University => Kew	Lincoln Square	3	
144.9636272,-37.8025684	Tram 3: Melbourne University => East Malvern	Lincoln Square	3	
144.9636272,-37.8025684	Tram 64: Melbourne University => East Brighton	Lincoln Square	3	
144.9636272,-37.8025684	Tram 67: Melbourne University => Carnegie	Lincoln Square	3	
144.9636272,-37.8025684	Tram 6: Moreland railway station => Glen Iris	Lincoln Square	3	
144.9636272,-37.8025684	Tram 72: Melbourne University => Camberwell	Lincoln Square	3	
144.9636272,-37.8025684	Tram 5: Melbourne University => Malvern	Lincoln Square	3	
144.9631473,-37.8051051	Tram 1: South Melbourne Beach => East Coburg	Queensberry Street	4	
144.9631473,-37.8051051	Tram 16: Kew => Melbourne University	Queensberry Street	4	
144.9631473,-37.8051051	Tram 3: East Malvern => Melbourne University	Queensberry Street	4	
144.9631473,-37.8051051	Tram 64: East Brighton => Melbourne University	Queensberry Street	4	
144.9631473,-37.8051051	Tram 67: Carnegie => Melbourne University	Queensberry Street	4	
144.9631473,-37.8051051	Tram 6: Glen Iris => Moreland railway station	Queensberry Street	4	
144.9631473,-37.8051051	Tram 72: Camberwell => Melbourne University	Queensberry Street	4	
144.9631473,-37.8051051	Tram 5: Malvern => Melbourne University	Queensberry Street	4	
144.9630833,-37.8056996	Tram 1: East Coburg => South Melbourne Beach	Queensberry Street	4	
144.9630833,-37.8056996	Tram 16: Melbourne University => Kew	Queensberry Street	4	
144.9630833,-37.8056996	Tram 3: Melbourne University => East Malvern	Queensberry Street	4	
144.9630833,-37.8056996	Tram 64: Melbourne University => East Brighton	Queensberry Street	4	
144.9630833,-37.8056996	Tram 67: Melbourne University => Carnegie	Queensberry Street	4	
144.9630833,-37.8056996	Tram 6: Moreland railway station => Glen Iris	Queensberry Street	4	
144.9630833,-37.8056996	Tram 72: Melbourne University => Camberwell	Queensberry Street	4	
144.9630833,-37.8056996	Tram 5: Melbourne University => Malvern	Queensberry Street	4	
144.9652769,-37.8127767	Tram 1: South Melbourne Beach => East Coburg	Bourke Street Mall	10	
144.9652769,-37.8127767	Tram 16: Kew => Melbourne University	Bourke Street Mall	10	
144.9652769,-37.8127767	Tram 3: East Malvern => Melbourne University	Bourke Street Mall	10	
144.9652769,-37.8127767	Tram 64: East Brighton => Melbourne University	Bourke Street Mall	10	
144.9652769,-37.8127767	Tram 67: Carnegie => Melbourne University	Bourke Street Mall	10	
144.9652769,-37.8127767	Tram 6: Glen Iris => Moreland railway station	Bourke Street Mall	10	
144.9652769,-37.8127767	Tram 72: Camberwell => Melbourne University	Bourke Street Mall	10	
144.9652769,-37.8127767	Tram 5: Malvern => Melbourne University	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 1: East Coburg => South Melbourne Beach	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 16: Melbourne University => Kew	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 3: Melbourne University => East Malvern	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 64: Melbourne University => East Brighton	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 67: Melbourne University => Carnegie	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 6: Moreland railway station => Glen Iris	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 72: Melbourne University => Camberwell	Bourke Street Mall	10	
144.9655442,-37.8132818	Tram 5: Melbourne University => Malvern	Bourke Street Mall	10	
144.966437,-37.8132704	Tram 86: Waterfront City => RMIT University Bundoora Campus	Swanston Street	6	
144.966437,-37.8132704	Tram 96: St Kilda Beach => East Brunswick	Swanston Street	6	
144.965906,-37.8134572	Tram 86: RMIT University Bundoora Campus => Waterfront City	Swanston Street	6	
144.965906,-37.8134572	Tram 96: East Brunswick => St Kilda Beach	Swanston Street	6	
144.9629619,-37.8077673	Tram 1: South Melbourne Beach => East Coburg	RMIT University	7	
144.9629619,-37.8077673	Tram 16: Kew => Melbourne University	RMIT University	7	
144.9629619,-37.8077673	Tram 3: East Malvern => Melbourne University	RMIT University	7	
144.9629619,-37.8077673	Tram 64: East Brighton => Melbourne University	RMIT University	7	
144.9629619,-37.8077673	Tram 67: Carnegie => Melbourne University	RMIT University	7	
144.9629619,-37.8077673	Tram 6: Glen Iris => Moreland railway station	RMIT University	7	
144.9629619,-37.8077673	Tram 72: Camberwell => Melbourne University	RMIT University	7	
144.9629619,-37.8077673	Tram 5: Malvern => Melbourne University	RMIT University	7	
144.9632472,-37.808261	Tram 1: East Coburg => South Melbourne Beach	RMIT University	7	
144.9632472,-37.808261	Tram 16: Melbourne University => Kew	RMIT University	7	
144.9632472,-37.808261	Tram 3: Melbourne University => East Malvern	RMIT University	7	
144.9632472,-37.808261	Tram 64: Melbourne University => East Brighton	RMIT University	7	
144.9632472,-37.808261	Tram 67: Melbourne University => Carnegie	RMIT University	7	
144.9632472,-37.808261	Tram 6: Moreland railway station => Glen Iris	RMIT University	7	
144.9632472,-37.808261	Tram 72: Melbourne University => Camberwell	RMIT University	7	
144.9632472,-37.808261	Tram 5: Melbourne University => Malvern	RMIT University	7	
144.9639328,-37.8098645	Tram 1: South Melbourne Beach => East Coburg	Melbourne Central Station	8	
144.9639328,-37.8098645	Tram 16: Kew => Melbourne University	Melbourne Central Station	8	
144.9639328,-37.8098645	Tram 3: East Malvern => Melbourne University	Melbourne Central Station	8	
144.9639328,-37.8098645	Tram 64: East Brighton => Melbourne University	Melbourne Central Station	8	
144.9639328,-37.8098645	Tram 67: Carnegie => Melbourne University	Melbourne Central Station	8	
144.9639328,-37.8098645	Tram 6: Glen Iris => Moreland railway station	Melbourne Central Station	8	
144.9639328,-37.8098645	Tram 72: Camberwell => Melbourne University	Melbourne Central Station	8	
144.9639328,-37.8098645	Tram 5: Malvern => Melbourne University	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 1: East Coburg => South Melbourne Beach	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 16: Melbourne University => Kew	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 3: Melbourne University => East Malvern	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 64: Melbourne University => East Brighton	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 67: Melbourne University => Carnegie	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 6: Moreland railway station => Glen Iris	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 72: Melbourne University => Camberwell	Melbourne Central Station	8	
144.9642072,-37.8103723	Tram 5: Melbourne University => Malvern	Melbourne Central Station	8	
144.9666525,-37.8157817	Tram 1: South Melbourne Beach => East Coburg	Collins Street	11	
144.9666525,-37.8157817	Tram 16: Kew => Melbourne University	Collins Street	11	
144.9666525,-37.8157817	Tram 3: East Malvern => Melbourne University	Collins Street	11	
144.9666525,-37.8157817	Tram 64: East Brighton => Melbourne University	Collins Street	11	
144.9666525,-37.8157817	Tram 67: Carnegie => Melbourne University	Collins Street	11	
144.9666525,-37.8157817	Tram 6: Glen Iris => Moreland railway station	Collins Street	11	
144.9666525,-37.8157817	Tram 72: Camberwell => Melbourne University	Collins Street	11	
144.9666525,-37.8157817	Tram 5: Malvern => Melbourne University	Collins Street	11	
144.9669213,-37.8162704	Tram 1: East Coburg => South Melbourne Beach	Collins Street	11	
144.9669213,-37.8162704	Tram 16: Melbourne University => Kew	Collins Street	11	
144.9669213,-37.8162704	Tram 3: Melbourne University => East Malvern	Collins Street	11	
144.9669213,-37.8162704	Tram 64: Melbourne University => East Brighton	Collins Street	11	
144.9669213,-37.8162704	Tram 67: Melbourne University => Carnegie	Collins Street	11	
144.9669213,-37.8162704	Tram 6: Moreland railway station => Glen Iris	Collins Street	11	
144.9669213,-37.8162704	Tram 72: Melbourne University => Camberwell	Collins Street	11	
144.9669213,-37.8162704	Tram 5: Melbourne University => Malvern	Collins Street	11	
144.9662721,-37.8155346	Tram 11: Victoria Harbour => West Preston	Town Hall	6	
144.9662721,-37.8155346	Tram 48: Victoria Harbour => North Balwyn	Town Hall	6	
144.9662721,-37.8155346	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Town Hall	6	
144.9662721,-37.8155346	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Town Hall	6	
144.9658621,-37.8156863	Tram 11: West Preston => Victoria Harbour	Town Hall	6	
144.9658621,-37.8156863	Tram 48: North Balwyn => Victoria Harbour	Town Hall	6	
144.9658621,-37.8156863	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Town Hall	6	
144.9658621,-37.8156863	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Town Hall	6	
144.967697,-37.8180505	Tram 1: South Melbourne Beach => East Coburg	Flinders Street Station	13	
144.967697,-37.8180505	Tram 16: Kew => Melbourne University	Flinders Street Station	13	
144.967697,-37.8180505	Tram 3: East Malvern => Melbourne University	Flinders Street Station	13	
144.967697,-37.8180505	Tram 64: East Brighton => Melbourne University	Flinders Street Station	13	
144.967697,-37.8180505	Tram 67: Carnegie => Melbourne University	Flinders Street Station	13	
144.967697,-37.8180505	Tram 6: Glen Iris => Moreland railway station	Flinders Street Station	13	
144.967697,-37.8180505	Tram 72: Camberwell => Melbourne University	Flinders Street Station	13	
144.967697,-37.8180505	Tram 5: Malvern => Melbourne University	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 1: East Coburg => South Melbourne Beach	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 16: Melbourne University => Kew	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 3: Melbourne University => East Malvern	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 64: Melbourne University => East Brighton	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 67: Melbourne University => Carnegie	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 6: Moreland railway station => Glen Iris	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 72: Melbourne University => Camberwell	Flinders Street Station	13	
144.9679225,-37.8184503	Tram 5: Melbourne University => Malvern	Flinders Street Station	13	
144.9692796,-37.8215051	Tram 1: South Melbourne Beach => East Coburg	Arts Precinct	14	
144.9692796,-37.8215051	Tram 16: Kew => Melbourne University	Arts Precinct	14	
144.9692796,-37.8215051	Tram 3: East Malvern => Melbourne University	Arts Precinct	14	
144.9692796,-37.8215051	Tram 64: East Brighton => Melbourne University	Arts Precinct	14	
144.9692796,-37.8215051	Tram 67: Carnegie => Melbourne University	Arts Precinct	14	
144.9692796,-37.8215051	Tram 6: Glen Iris => Moreland railway station	Arts Precinct	14	
144.9692796,-37.8215051	Tram 72: Camberwell => Melbourne University	Arts Precinct	14	
144.9692796,-37.8215051	Tram 5: Malvern => Melbourne University	Arts Precinct	14	
